code_national_tri,libelle_tri,liste_libelle_risque,libelle_bassin_risques,date_arrete_pcb,date_arrete_carte,date_arrete_pcb_local,date_arrete_prefet_parties_prenantes,date_arrete_approbation,date_arrete_national,code_insee,libelle_commune
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45273,SAINT-DENIS-DE-L'HOTEL
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45274,SAINT-DENIS-EN-VAL
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45282,SAINT-HILAIRE-SAINT-MESMIN
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45284,SAINT-JEAN-DE-BRAYE
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45285,SAINT-JEAN-DE-LA-RUELLE
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45286,SAINT-JEAN-LE-BLANC
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45298,SAINT-PRYVE-SAINT-MESMIN
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45300,SANDILLON
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45311,SIGLOY
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45324,TIGY
45DREAL20130004,Orléans,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}]",,25/11/2012,17/12/2013,19/02/2015,,,05/11/2012,45335,VIENNE-EN-VAL
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46007,ARCAMBAL
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46042,CAHORS
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46044,CAILLAC
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46080,CRAYSSAC
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46088,DOUELLE
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46137,LABASTIDE-MARNHAC
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46149,LAMAGDELAINE
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46156,BELLEFONT-LA RAUZE
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46156,BELLEFONT-LA RAUZE
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46182,LUZECH
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46191,MERCUES
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46197,LE MONTAT
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46214,PARNAC
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46224,PRADINES
46DREAL20150001,Cahors,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant du Lot,11/01/2013,03/12/2014,11/03/2015,,,,46296,SAINT-VINCENT-RIVE-D'OLT
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47001,AGEN
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47031,BOE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47032,BON-ENCONTRE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47040,BRAX
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47051,CASTELCULIER
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47060,CAUDECOSTE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47061,CAUMONT-SUR-GARONNE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47069,COLAYRAC-SAINT-CIRQ
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47074,COUTHURES-SUR-GARONNE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47091,ESTILLAC
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47094,FAUGUEROLLES
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47095,FAUILLET
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47101,FOURQUES-SUR-GARONNE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47108,GAUJAC
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47120,JUSIX
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47128,LAFOX
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47130,LAGRUERE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47145,LAYRAC
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47150,LONGUEVILLE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47156,MARCELLUS
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47157,MARMANDE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47165,MEILHAN-SUR-GARONNE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47191,MONTPOUILLAN
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47201,LE PASSAGE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47225,ROQUEFORT
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47233,SAINTE-BAZEILLE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47238,SAINTE-COLOMBE-EN-BRUILHOIS
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47246,SAINT-HILAIRE-DE-LUSIGNAN
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47248,SAINT-JEAN-DE-THURAC
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47262,SAINT-NICOLAS-DE-LA-BALERME
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47263,SAINT-PARDOUX-DU-BREUIL
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47274,SAINT-ROMAIN-LE-NOBLE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47279,SAINT-SIXTE
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47293,SAUVETERRE-SAINT-DENIS
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47298,SENESTIS
33DREAL20130137,AGEN,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47300,SERIGNAC-SUR-GARONNE
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47304,TAILLEBOURG
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47310,TONNEINS
33DREAL20130146,TONNEINS-MARMANDE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,11/01/2013,,,,,,47325,VILLETON
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48005,ANTRENAS
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48016,BALSIEGES
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48017,BANASSAC-CANILHAC
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48018,BARJAC
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48034,LA CANOURGUE
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48039,CHANAC
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48055,CULTURES
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48056,ESCLANEDES
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48092,MARVEJOLS
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48095,MENDE
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48099,BOURGS SUR COLAGNE
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48099,BOURGS SUR COLAGNE
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48103,MONTRODAT
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48107,PALHERS
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48138,SAINT-BONNET-DE-CHIRAC
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48168,SAINT-LEGER-DE-PEYRE
48DREAL20150001,TRI Mende Marvejols,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]", BV Lot/Colagne (Adour-Garonne),10/01/2013,02/12/2014,10/03/2015,,,,48185,LES SALELLES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49002,ALLONNES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49007,ANGERS
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49021,BEAUFORT-EN-ANJOU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49021,BEAUFORT-EN-ANJOU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49029,BLAISON-SAINT-SULPICE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49029,BLAISON-SAINT-SULPICE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49030,BLOU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49035,BOUCHEMAINE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49041,BRAIN-SUR-ALLONNES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49048,BRIOLLAY
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49050,BRISSAC LOIRE AUBANCE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49050,BRISSAC LOIRE AUBANCE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49055,CANTENAY-EPINARD
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49107,CORNILLE-LES-CAVES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49129,ECOUFLANT
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49138,LES BOIS D'ANJOU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49138,LES BOIS D'ANJOU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49167,LES GARENNES SUR LOIRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49167,LES GARENNES SUR LOIRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49180,LONGUE-JUMELLES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49194,MAZE-MILON
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49194,MAZE-MILON
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49201,LA MENITRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49219,MONTSOREAU
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49223,MURS-ERIGNE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49224,NEUILLE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49235,PARNAY
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49246,LES PONTS-DE-CE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49261,GENNES-VAL-DE-LOIRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49261,GENNES-VAL-DE-LOIRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49272,SAINT-CLEMENT-DES-LEVEES
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49278,SAINTE-GEMMES-SUR-LOIRE
45DREAL20130001,Angers - Authion - Saumur,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,18/12/2013,20/02/2015,26/08/2015,18/08/2017,06/11/2012,49288,SAINT-JEAN-DE-LA-CROIX
