code_national_tri,libelle_tri,liste_libelle_risque,libelle_bassin_risques,date_arrete_pcb,date_arrete_carte,date_arrete_pcb_local,date_arrete_prefet_parties_prenantes,date_arrete_approbation,date_arrete_national,code_insee,libelle_commune
27DREAL20140001,TRI Evreux,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,11/12/2014,07/12/2014,08/05/2016,21/12/2016,,27229,EVREUX
27DREAL20140001,TRI Evreux,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,11/12/2014,07/12/2014,08/05/2016,21/12/2016,,27299,GRAVIGNY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27348,IGOVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27351,INCARVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27365,LERY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27375,LOUVIERS
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27394,MARTOT
27DREAL20140001,TRI Evreux,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,26/11/2012,11/12/2014,07/12/2014,08/05/2016,21/12/2016,,27439,NORMANVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27456,PINTERVILLE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27469,PONT-DE-L'ARCHE
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27528,LE VAUDREUIL
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27537,SAINT-ETIENNE-DU-VAUVRAY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27598,SAINT-PIERRE-DU-VAUVRAY
76DREAL20140004,ROUEN-LOUVIERS-AUSTREBERTHE,"[{'num_risque': '130', 'libelle_risque_long': 'Par ruissellement et coulée de boue'}, {'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,27/11/2012,12/12/2014,08/12/2014,31/03/2016,,06/11/2012,27701,VAL-DE-REUIL
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29006,BENODET
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29032,CLOHARS-FOUESNANT
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29032,CLOHARS-FOUESNANT
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29037,COMBRIT
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29037,COMBRIT
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29039,CONCARNEAU
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29039,CONCARNEAU
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29051,ERGUE-GABERIC
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29051,ERGUE-GABERIC
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29057,LA FORET-FOUESNANT
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29057,LA FORET-FOUESNANT
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29058,FOUESNANT
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29058,FOUESNANT
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29060,GOUESNACH
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29060,GOUESNACH
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29066,GUENGAT
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29066,GUENGAT
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29072,GUILVINEC
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29072,GUILVINEC
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29085,ILE-TUDY
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29085,ILE-TUDY
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29135,LOCTUDY
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29135,LOCTUDY
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29158,PENMARCH
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29158,PENMARCH
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29165,PLOBANNALEC-LESCONIL
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29165,PLOBANNALEC-LESCONIL
29DREAL20130003,QUIMPER LITTORAL SUD FINISTERE,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,26/11/2012,18/12/2013,20/02/2015,10/06/2016,24/07/2017,,29170,PLOMELIN
29DREAL20210001,QUIMPER LITTORAL SUD FINISTÈRE 2,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,22/10/2018,16/12/2019,,,,,29170,PLOMELIN
