id,type,geometry.type,geometry.coordinates,properties.idmutinvar,properties.idopendata,properties.datemut,properties.anneemut,properties.coddep,properties.libnatmut,properties.vefa,properties.valeurfonc,properties.nbcomm,properties.l_codinsee,properties.nbpar,properties.l_idpar,properties.nbparmut,properties.l_idparmut,properties.sterr,properties.nbvolmut,properties.nblocmut,properties.l_idlocmut,properties.sbati,properties.codtypbien,properties.libtypbien
3328505,Feature,MultiPolygon,"[[[[4.350364, 43.829689], [4.350401, 43.829695], [4.350532, 43.829718], [4.350591, 43.829728], [4.350526, 43.829921], [4.350514, 43.829956], [4.350458, 43.829945], [4.350286, 43.829912], [4.350332, 43.829779], [4.350364, 43.829689]]]]",e195899368b98ee8c9cf38289caf09f3,e195899368b98ee8c9cf38289caf09f3,2024-06-17,2024,30,Vente,False,205000.00,1,['30189'],1,['30189000EI0068'],0,,0.00,0,4,"['301890005069210_0', '301890005069211_0', '301890005069212_0', '301890005069213_0']",69.00,121,UN APPARTEMENT
3328520,Feature,MultiPolygon,"[[[[4.355623, 43.829989], [4.355539, 43.829873], [4.355808, 43.82976], [4.355887, 43.829857], [4.355623, 43.829989]]]]",4bb4290c177491b3eec97182e9555119,4bb4290c177491b3eec97182e9555119,2024-06-05,2024,30,Vente,False,72950.00,1,['30189'],1,['30189000EX0690'],0,,0.00,0,1,['301890005068928_0'],31.00,121,UN APPARTEMENT
3328545,Feature,MultiPolygon,"[[[[4.352059, 43.82766], [4.352083, 43.827618], [4.352105, 43.827582], [4.352152, 43.827441], [4.352254, 43.827473], [4.352239, 43.827498], [4.3522, 43.827563], [4.352181, 43.827595], [4.352259, 43.82762], [4.352257, 43.827623], [4.352284, 43.827631], [4.3525, 43.827699], [4.35252, 43.827703], [4.352701, 43.827733], [4.352627, 43.82798], [4.352506, 43.827961], [4.352464, 43.827954], [4.352351, 43.827937], [4.352227, 43.827918], [4.352176, 43.82791], [4.352049, 43.827868], [4.352029, 43.827861], [4.351952, 43.827836], [4.351974, 43.827799], [4.352059, 43.82766]]]]",ae86be6aa0cd252435ea2fb8468784e2,ae86be6aa0cd252435ea2fb8468784e2,2024-02-26,2024,30,Vente,False,100000.00,1,['30189'],1,['30189000EI0822'],0,,0.00,0,1,['301890005059468_0'],71.00,121,UN APPARTEMENT
3328556,Feature,MultiPolygon,"[[[[4.36112, 43.839291], [4.361145, 43.839288], [4.361184, 43.839284], [4.361157, 43.839218], [4.361214, 43.839178], [4.361223, 43.839207], [4.361289, 43.839197], [4.361296, 43.839216], [4.361384, 43.839207], [4.361397, 43.839239], [4.361402, 43.83925], [4.361313, 43.839273], [4.361342, 43.839336], [4.361357, 43.83938], [4.361154, 43.839403], [4.361139, 43.839348], [4.361135, 43.839335], [4.36112, 43.839291]]]]",f80791c4e70699500b759055e45c4657,f80791c4e70699500b759055e45c4657,2024-05-02,2024,30,Vente,False,73730.00,1,['30189'],1,['30189000DO1394'],0,,0.00,0,5,"['301890005066834_0', '301890005066835_0', '301890005066836_0', '301890005066837_0', '301890005066838_0']",45.00,121,UN APPARTEMENT
3328558,Feature,MultiPolygon,"[[[[4.36836, 43.826331], [4.368368, 43.826333], [4.368327, 43.826377], [4.368085, 43.826633], [4.368026, 43.826696], [4.367971, 43.826754], [4.36792, 43.82673], [4.367689, 43.826622], [4.367063, 43.82633], [4.366913, 43.826261], [4.366904, 43.826257], [4.366897, 43.826254], [4.366891, 43.82625], [4.366885, 43.826245], [4.366881, 43.826241], [4.366877, 43.826236], [4.366875, 43.826231], [4.366875, 43.826228], [4.366876, 43.826225], [4.366875, 43.826221], [4.366877, 43.826218], [4.366879, 43.826213], [4.366881, 43.826209], [4.366887, 43.826203], [4.366892, 43.826198], [4.366897, 43.826195], [4.367006, 43.826118], [4.367173, 43.826], [4.367392, 43.82606], [4.367448, 43.826076], [4.367524, 43.826097], [4.367594, 43.826116], [4.367645, 43.826131], [4.367821, 43.826179], [4.368028, 43.826238], [4.368095, 43.826257], [4.368206, 43.826288], [4.36836, 43.826331]]]]",fa066f1ec06e9632f5d2c9adf76d302e,fa066f1ec06e9632f5d2c9adf76d302e,2024-04-29,2024,30,Vente,False,107650.00,1,['30189'],1,['30189000HE0524'],0,,0.00,0,2,"['301890005065959_0', '301890005065960_0']",67.00,121,UN APPARTEMENT
3328580,Feature,MultiPolygon,"[[[[4.361307, 43.838146], [4.361288, 43.83818], [4.361188, 43.838153], [4.361204, 43.838118], [4.361307, 43.838146]]]]",e64cbeb7108867529d947639c0207ba0,e64cbeb7108867529d947639c0207ba0,2024-06-19,2024,30,Vente,False,231000.00,1,['30189'],1,['30189000EY0472'],1,['30189000EY0472'],34.00,0,4,"['301890005069664_0', '301890005069665_0', '301890005069666_0', '301890005069667_0']",83.00,120,APPARTEMENT INDETERMINE
3328587,Feature,MultiPolygon,"[[[[4.355826, 43.835379], [4.355843, 43.835386], [4.355938, 43.835426], [4.355973, 43.835441], [4.355986, 43.835426], [4.355996, 43.835431], [4.356029, 43.835444], [4.356099, 43.835475], [4.356065, 43.835522], [4.356015, 43.835532], [4.355849, 43.835459], [4.355788, 43.835433], [4.355826, 43.835379]]]]",bbc79de1732a854f5ca59ce12602c7fe,bbc79de1732a854f5ca59ce12602c7fe,2024-05-27,2024,30,Vente,False,245000.00,1,['30189'],1,['30189000EX0122'],1,['30189000EX0122'],183.00,0,7,"['301890005067729_0', '301890005067730_0', '301890005067731_0', '301890005067732_0', '301890005067733_0', '301890005067734_0', '301890005067735_0']",243.00,120,APPARTEMENT INDETERMINE
3328652,Feature,MultiPolygon,"[[[[4.351665, 43.82888], [4.351676, 43.828886], [4.35169, 43.828894], [4.351701, 43.828901], [4.351712, 43.828908], [4.351722, 43.828917], [4.35173, 43.828924], [4.351737, 43.828931], [4.351742, 43.828938], [4.351749, 43.828949], [4.351753, 43.82896], [4.351755, 43.828966], [4.351757, 43.828973], [4.351758, 43.828984], [4.351758, 43.828994], [4.352306, 43.829075], [4.352299, 43.829097], [4.35229, 43.829131], [4.352279, 43.829164], [4.352271, 43.829193], [4.35226, 43.829228], [4.352246, 43.829279], [4.352236, 43.829309], [4.351871, 43.82925], [4.351707, 43.829224], [4.35159, 43.829206], [4.351602, 43.829151], [4.351613, 43.829112], [4.351552, 43.829103], [4.351564, 43.829057], [4.351583, 43.829059], [4.351593, 43.82902], [4.351638, 43.829027], [4.351656, 43.828954], [4.351656, 43.828947], [4.351654, 43.82894], [4.35165, 43.828934], [4.351644, 43.828928], [4.351636, 43.828924], [4.351649, 43.828905], [4.351665, 43.82888]]]]",40a859fdd43ce22c18687234e3ca6ca8,40a859fdd43ce22c18687234e3ca6ca8,2024-06-24,2024,30,Vente,False,200000.00,1,['30189'],1,['30189000EI0795'],0,,0.00,0,4,"['301890005069773_0', '301890005069774_0', '301890005069775_0', '301890005069776_0']",104.00,121,UN APPARTEMENT
3328657,Feature,MultiPolygon,"[[[[4.366123, 43.830669], [4.366079, 43.830642], [4.366124, 43.830607], [4.366053, 43.830551], [4.366073, 43.830537], [4.366012, 43.830486], [4.366069, 43.830436], [4.366173, 43.830519], [4.366284, 43.83061], [4.3662, 43.830667], [4.366123, 43.830669]]]]",1f4d5cc664a25b3783950b611d5914db,1f4d5cc664a25b3783950b611d5914db,2024-05-28,2024,30,Vente,False,115000.00,1,['30189'],1,['30189000HE0084'],0,,0.00,0,1,['301890005067286_0'],63.00,121,UN APPARTEMENT
3328659,Feature,MultiPolygon,"[[[[4.360101, 43.835949], [4.36014, 43.835958], [4.360137, 43.835977], [4.360158, 43.83598], [4.360141, 43.836045], [4.359955, 43.836022], [4.35996, 43.835927], [4.360034, 43.835932], [4.360029, 43.835966], [4.360085, 43.835963], [4.360085, 43.835945], [4.360101, 43.835949]]]]",0064a85c0ed4d53bc40d364c05c693f9,0064a85c0ed4d53bc40d364c05c693f9,2024-05-23,2024,30,Vente,False,570000.00,1,['30189'],1,['30189000EY0845'],0,,0.00,0,6,"['301890005067305_0', '301890005067306_0', '301890005067307_0', '301890005067308_0', '301890005067309_0', '301890005067310_0']",339.00,152,BATI MIXTE - LOGEMENT/ACTIVITE
3328669,Feature,MultiPolygon,"[[[[4.365106, 43.826897], [4.365026, 43.827014], [4.365051, 43.827024], [4.365109, 43.827048], [4.365196, 43.827085], [4.365299, 43.827128], [4.365259, 43.827156], [4.365248, 43.827164], [4.365238, 43.827169], [4.365219, 43.827182], [4.365195, 43.827197], [4.365132, 43.827239], [4.365086, 43.827272], [4.365048, 43.827296], [4.365043, 43.827301], [4.365038, 43.827305], [4.364993, 43.827334], [4.364918, 43.827384], [4.364886, 43.827405], [4.364862, 43.827385], [4.364856, 43.827381], [4.364803, 43.827339], [4.364713, 43.827399], [4.364693, 43.827412], [4.364626, 43.827457], [4.364616, 43.827465], [4.364599, 43.827476], [4.364578, 43.82749], [4.364564, 43.8275], [4.364535, 43.82752], [4.364615, 43.827588], [4.364592, 43.827603], [4.364564, 43.827622], [4.364525, 43.827648], [4.364486, 43.827674], [4.364446, 43.827701], [4.36442, 43.827719], [4.364377, 43.827748], [4.364345, 43.827769], [4.36434, 43.827771], [4.364334, 43.827774], [4.364326, 43.827777], [4.364319, 43.827779], [4.364307, 43.827782], [4.364297, 43.827784], [4.364285, 43.827785], [4.364271, 43.827786], [4.364258, 43.827785], [4.364245, 43.827783], [4.364231, 43.827781], [4.364215, 43.827777], [4.364206, 43.827773], [4.364197, 43.827768], [4.364189, 43.827763], [4.364181, 43.827757], [4.364174, 43.827751], [4.364168, 43.827745], [4.364165, 43.827741], [4.364161, 43.827736], [4.364157, 43.827729], [4.364154, 43.827724], [4.364151, 43.827715], [4.364149, 43.827706], [4.364148, 43.827698], [4.364148, 43.827689], [4.364148, 43.827682], [4.364151, 43.827673], [4.364153, 43.827667], [4.364157, 43.827659], [4.364161, 43.82765], [4.364167, 43.82764], [4.364177, 43.827621], [4.364191, 43.827595], [4.364204, 43.827568], [4.364219, 43.827541], [4.364231, 43.827518], [4.364242, 43.827497], [4.36426, 43.827465], [4.364266, 43.827454], [4.364274, 43.827438], [4.364287, 43.827416], [4.364292, 43.827407], [4.364298, 43.827396], [4.364308, 43.827379], [4.364323, 43.827354], [4.364335, 43.827332], [4.364353, 43.827304], [4.364369, 43.827276], [4.364388, 43.827246], [4.364407, 43.827214], [4.364422, 43.827192], [4.364441, 43.82716], [4.364454, 43.827137], [4.36447, 43.827112], [4.36448, 43.827095], [4.364493, 43.827074], [4.364502, 43.827059], [4.364513, 43.827042], [4.364517, 43.827033], [4.364526, 43.827019], [4.364536, 43.827004], [4.364542, 43.826994], [4.364557, 43.826968], [4.36459, 43.826914], [4.364593, 43.82691], [4.364621, 43.826863], [4.364648, 43.826819], [4.364668, 43.826786], [4.364687, 43.826755], [4.364793, 43.82679], [4.364816, 43.826798], [4.364881, 43.826821], [4.364973, 43.826852], [4.365106, 43.826897]]]]",acd41a1eaabd149f78e14f06b60283aa,acd41a1eaabd149f78e14f06b60283aa,2024-04-30,2024,30,Vente,False,22000.00,1,['30189'],1,['30189000ET0331'],0,,0.00,0,3,"['301890005067252_0', '301890005067253_0', '301890005067254_0']",22.00,121,UN APPARTEMENT
3328676,Feature,MultiPolygon,"[[[[4.357033, 43.829289], [4.357061, 43.829359], [4.357146, 43.829332], [4.357157, 43.829345], [4.357185, 43.82938], [4.357248, 43.829457], [4.35726, 43.829472], [4.357363, 43.829601], [4.357389, 43.829634], [4.357377, 43.829654], [4.35649, 43.829711], [4.356448, 43.829692], [4.35641, 43.829636], [4.356615, 43.829616], [4.356701, 43.829606], [4.356676, 43.829545], [4.356651, 43.829483], [4.356647, 43.829472], [4.35664, 43.829454], [4.357033, 43.829289]]]]",2b5aebc460f130f5d024907c3186a45c,2b5aebc460f130f5d024907c3186a45c,2024-04-16,2024,30,Vente,False,150000.00,1,['30189'],1,['30189000EW0760'],0,,0.00,0,5,"['301890005064815_0', '301890005064816_0', '301890005064817_0', '301890005064818_0', '301890005064819_0']",102.00,14,ACTIVITE
3328699,Feature,MultiPolygon,"[[[[4.358758, 43.83239], [4.359105, 43.832117], [4.35954, 43.832159], [4.359525, 43.832293], [4.359412, 43.832331], [4.359368, 43.832297], [4.359234, 43.832386], [4.359211, 43.832372], [4.358993, 43.832522], [4.358951, 43.832488], [4.358839, 43.832394], [4.3588, 43.832418], [4.358758, 43.83239]]]]",d8803a18ff81b1207545fbe6532949b7,d8803a18ff81b1207545fbe6532949b7,2024-03-26,2024,30,Vente,False,165350.00,1,['30189'],1,['30189000EZ0035'],0,,0.00,0,3,"['301890005063765_0', '301890005063766_0', '301890005063767_0']",59.00,121,UN APPARTEMENT
3328730,Feature,MultiPolygon,"[[[[4.35688, 43.83777], [4.35674, 43.837703], [4.356729, 43.837697], [4.356734, 43.83769], [4.356754, 43.837662], [4.356776, 43.83763], [4.35681, 43.83758], [4.356743, 43.837556], [4.356706, 43.837544], [4.356692, 43.837539], [4.356717, 43.837501], [4.356644, 43.837474], [4.356705, 43.83739], [4.356723, 43.837367], [4.356733, 43.837344], [4.356738, 43.837336], [4.356754, 43.837315], [4.35686, 43.837342], [4.356926, 43.837362], [4.356967, 43.837375], [4.357029, 43.837394], [4.356966, 43.837458], [4.357048, 43.837512], [4.35704, 43.837523], [4.357029, 43.83754], [4.35702, 43.837557], [4.356951, 43.837734], [4.356931, 43.837742], [4.356923, 43.837753], [4.356909, 43.837782], [4.35688, 43.83777]]]]",e001af2b62b0037d8ad13611015fc98e,e001af2b62b0037d8ad13611015fc98e,2024-04-26,2024,30,Vente,False,94213.00,1,['30189'],1,['30189000EY0124'],0,,0.00,0,1,['301890005066551_0'],32.00,121,UN APPARTEMENT
3328748,Feature,MultiPolygon,"[[[[4.358951, 43.832488], [4.358839, 43.832394], [4.3588, 43.832418], [4.358766, 43.832439], [4.358697, 43.832482], [4.358559, 43.832568], [4.358672, 43.832664], [4.358756, 43.832735], [4.358834, 43.832801], [4.358957, 43.832725], [4.35899, 43.832704], [4.359022, 43.832684], [4.359043, 43.832672], [4.359117, 43.832625], [4.359032, 43.832554], [4.358993, 43.832522], [4.358951, 43.832488]]]]",e405b3eaa6ec54baa3a34a9a0fb72984,e405b3eaa6ec54baa3a34a9a0fb72984,2024-02-29,2024,30,Vente,False,1400000.00,1,['30189'],3,"['30189000EZ0027', '30189000EZ0028', '30189000EZ0512']",3,"['30189000EZ0027', '30189000EZ0028', '30189000EZ0512']",1033.00,0,4,"['301890005062879_0', '301890005062880_0', '301890005062881_0', '301890005062882_0']",1417.00,152,BATI MIXTE - LOGEMENT/ACTIVITE
3328762,Feature,MultiPolygon,"[[[[4.358062, 43.836121], [4.358052, 43.836162], [4.357852, 43.836132], [4.357971, 43.836029], [4.357991, 43.836012], [4.35785, 43.835969], [4.357931, 43.835898], [4.358197, 43.835979], [4.358149, 43.836058], [4.358148, 43.836062], [4.358146, 43.836068], [4.358095, 43.836052], [4.358082, 43.836048], [4.358062, 43.836121]]]]",62b688abdd56078b52892d23cf3e54aa,62b688abdd56078b52892d23cf3e54aa,2024-01-15,2024,30,Vente,False,285000.00,1,['30189'],1,['30189000EY0860'],0,,0.00,0,4,"['301890005057682_0', '301890005057683_0', '301890005057684_0', '301890005057685_0']",106.00,121,UN APPARTEMENT
3328796,Feature,MultiPolygon,"[[[[4.357262, 43.833591], [4.357214, 43.833701], [4.357178, 43.83378], [4.357166, 43.833807], [4.357157, 43.833805], [4.357008, 43.833768], [4.356965, 43.833758], [4.356658, 43.833684], [4.356594, 43.833669], [4.356372, 43.833616], [4.356222, 43.833578], [4.356216, 43.833577], [4.356235, 43.833436], [4.35624, 43.833403], [4.356351, 43.833387], [4.356918, 43.833305], [4.356908, 43.833326], [4.357073, 43.833302], [4.356975, 43.833515], [4.35711, 43.833551], [4.357258, 43.83359], [4.357262, 43.833591]]]]",44a51587102249b8a9747756fce65b08,44a51587102249b8a9747756fce65b08,2024-06-27,2024,30,Vente,False,26000.00,1,['30189'],1,['30189000EX1384'],0,,0.00,0,1,['301890005069772_0'],0.00,131,UNE DEPENDANCE
3328826,Feature,MultiPolygon,"[[[[4.366568, 43.836252], [4.366514, 43.836251], [4.366455, 43.83625], [4.366442, 43.83625], [4.366271, 43.836246], [4.366298, 43.836156], [4.366452, 43.836211], [4.366524, 43.836236], [4.366568, 43.836252]]]]",6dde99d4cc01ec591816dee01989c8ba,6dde99d4cc01ec591816dee01989c8ba,2024-04-24,2024,30,Vente,False,163200.00,1,['30189'],1,['30189000HA0948'],0,,0.00,0,3,"['301890005065158_0', '301890005065159_0', '301890005065160_0']",131.00,122,DEUX APPARTEMENTS
3328860,Feature,MultiPolygon,"[[[[4.360659, 43.832618], [4.360807, 43.832655], [4.360838, 43.832659], [4.360871, 43.832663], [4.360944, 43.832672], [4.361052, 43.832684], [4.361027, 43.832796], [4.360799, 43.832767], [4.360746, 43.832761], [4.360607, 43.832728], [4.360659, 43.832618]]]]",cf5f2dd829899133ffa81f0481d54845,cf5f2dd829899133ffa81f0481d54845,2024-05-22,2024,30,Vente,False,282000.00,1,['30189'],1,['30189000EZ0093'],0,,0.00,0,4,"['301890005068541_0', '301890005068542_0', '301890005068543_0', '301890005068544_0']",120.00,121,UN APPARTEMENT
3328866,Feature,MultiPolygon,"[[[[4.355308, 43.82622], [4.355666, 43.826435], [4.355638, 43.82646], [4.355635, 43.826457], [4.355624, 43.82645], [4.355603, 43.826456], [4.355568, 43.826466], [4.355396, 43.826516], [4.355432, 43.826577], [4.35529, 43.82662], [4.355339, 43.826706], [4.355348, 43.826723], [4.355391, 43.8268], [4.355409, 43.82683], [4.355265, 43.826872], [4.355183, 43.826771], [4.354871, 43.826388], [4.354878, 43.826385], [4.355005, 43.826337], [4.35504, 43.826323], [4.355048, 43.82632], [4.355259, 43.82624], [4.355266, 43.826237], [4.355308, 43.82622]]]]",ce6b7f5243d5b7dbca4eb5181a99cef3,ce6b7f5243d5b7dbca4eb5181a99cef3,2024-03-19,2024,30,Vente,False,90000.00,1,['30189'],1,['30189000EW0587'],0,,0.00,0,2,"['301890005063266_0', '301890005063267_0']",44.00,121,UN APPARTEMENT
3328888,Feature,MultiPolygon,"[[[[4.350036, 43.83379], [4.350044, 43.833733], [4.35007, 43.833736], [4.350078, 43.833694], [4.350085, 43.833658], [4.350139, 43.833666], [4.350159, 43.833603], [4.350232, 43.833641], [4.350184, 43.833807], [4.350036, 43.83379]]]]",f2aff7963aad550bd4d25dca54a15649,f2aff7963aad550bd4d25dca54a15649,2024-06-13,2024,30,Vente,False,62000.00,1,['30189'],1,['30189000EH0885'],0,,0.00,0,2,"['301890005068613_0', '301890005068614_0']",40.00,121,UN APPARTEMENT
3328899,Feature,MultiPolygon,"[[[[4.354073, 43.833725], [4.354052, 43.833829], [4.354051, 43.833836], [4.35405, 43.833839], [4.354049, 43.833848], [4.354027, 43.833955], [4.353701, 43.833858], [4.353733, 43.833776], [4.354073, 43.833725]]]]",dd2f4b94e711d5ce939010b28fa5292c,dd2f4b94e711d5ce939010b28fa5292c,2024-03-20,2024,30,Vente,False,53000.00,1,['30189'],1,['30189000EX0382'],0,,0.00,0,1,['301890005063535_0'],44.00,14,ACTIVITE
3328919,Feature,MultiPolygon,"[[[[4.360036, 43.830758], [4.360395, 43.830997], [4.360329, 43.831047], [4.359754, 43.83089], [4.359886, 43.830828], [4.35995, 43.830798], [4.359962, 43.830793], [4.360036, 43.830758]]]]",17b20d781e7244dc42d3a9721772501b,17b20d781e7244dc42d3a9721772501b,2024-01-16,2024,30,Vente,False,62500.00,1,['30189'],1,['30189000EW0377'],0,,0.00,0,1,['301890005058852_0'],36.00,121,UN APPARTEMENT
3328925,Feature,MultiPolygon,"[[[[4.351274, 43.832575], [4.351256, 43.832572], [4.351191, 43.832562], [4.351189, 43.832568], [4.350921, 43.832531], [4.350975, 43.832348], [4.351325, 43.832401], [4.351288, 43.832529], [4.351274, 43.832575]]]]",9cb9dc539242968e5333f6b82834ed0b,9cb9dc539242968e5333f6b82834ed0b,2024-02-06,2024,30,Vente,False,146850.00,1,['30189'],1,['30189000EH0601'],0,,0.00,0,5,"['301890005058894_0', '301890005058895_0', '301890005058896_0', '301890005058897_0', '301890005058898_0']",68.00,121,UN APPARTEMENT
3328984,Feature,MultiPolygon,"[[[[4.357033, 43.829289], [4.357061, 43.829359], [4.357146, 43.829332], [4.357157, 43.829345], [4.357185, 43.82938], [4.357248, 43.829457], [4.35726, 43.829472], [4.357363, 43.829601], [4.357389, 43.829634], [4.357377, 43.829654], [4.35649, 43.829711], [4.356448, 43.829692], [4.35641, 43.829636], [4.356615, 43.829616], [4.356701, 43.829606], [4.356676, 43.829545], [4.356651, 43.829483], [4.356647, 43.829472], [4.35664, 43.829454], [4.357033, 43.829289]]]]",736bdb77326ca4527eeae924a29f1819,736bdb77326ca4527eeae924a29f1819,2024-01-18,2024,30,Vente,False,137025.00,1,['30189'],1,['30189000EW0760'],0,,0.00,0,5,"['301890005057619_0', '301890005057620_0', '301890005057621_0', '301890005057622_0', '301890005057623_0']",69.00,121,UN APPARTEMENT
3328987,Feature,MultiPolygon,"[[[[4.359961, 43.837418], [4.359971, 43.837406], [4.36003, 43.83743], [4.360065, 43.837445], [4.360071, 43.837452], [4.360072, 43.837452], [4.360074, 43.837454], [4.360125, 43.837471], [4.360138, 43.837474], [4.360156, 43.837435], [4.360258, 43.837467], [4.360129, 43.837627], [4.360176, 43.837647], [4.360209, 43.837663], [4.360292, 43.837707], [4.360262, 43.83774], [4.36016, 43.837852], [4.36016, 43.837853], [4.360138, 43.837876], [4.360131, 43.837884], [4.360083, 43.837861], [4.360071, 43.837874], [4.359898, 43.837827], [4.359858, 43.837812], [4.359897, 43.83775], [4.35993, 43.837706], [4.359943, 43.837686], [4.36001, 43.83759], [4.360042, 43.837543], [4.360038, 43.837542], [4.360081, 43.837472], [4.360048, 43.837461], [4.360043, 43.83745], [4.359961, 43.837418]]]]",235c18325745a8dd48212db03ebd3116,235c18325745a8dd48212db03ebd3116,2024-06-26,2024,30,Vente,False,86300.00,1,['30189'],1,['30189000EY0871'],0,,0.00,0,2,"['301890005070407_0', '301890005070408_0']",30.00,121,UN APPARTEMENT
3329000,Feature,MultiPolygon,"[[[[4.367527, 43.831887], [4.367652, 43.831808], [4.367904, 43.832012], [4.367992, 43.832084], [4.368305, 43.832267], [4.368286, 43.832295], [4.368029, 43.832609], [4.367961, 43.832582], [4.367887, 43.832521], [4.367819, 43.832464], [4.367641, 43.832316], [4.367536, 43.832229], [4.367431, 43.832141], [4.367395, 43.832112], [4.367335, 43.832062], [4.367298, 43.832031], [4.367404, 43.831964], [4.367527, 43.831887]]]]",17c30989d963a754a8ae8dd69af8b656,17c30989d963a754a8ae8dd69af8b656,2024-05-17,2024,30,Vente,False,85000.00,1,['30189'],1,['30189000HE0934'],0,,0.00,0,2,"['301890005067891_0', '301890005067892_0']",40.00,121,UN APPARTEMENT
3329019,Feature,MultiPolygon,"[[[[4.365106, 43.826897], [4.365026, 43.827014], [4.365051, 43.827024], [4.365109, 43.827048], [4.365196, 43.827085], [4.365299, 43.827128], [4.365259, 43.827156], [4.365248, 43.827164], [4.365238, 43.827169], [4.365219, 43.827182], [4.365195, 43.827197], [4.365132, 43.827239], [4.365086, 43.827272], [4.365048, 43.827296], [4.365043, 43.827301], [4.365038, 43.827305], [4.364993, 43.827334], [4.364918, 43.827384], [4.364886, 43.827405], [4.364862, 43.827385], [4.364856, 43.827381], [4.364803, 43.827339], [4.364713, 43.827399], [4.364693, 43.827412], [4.364626, 43.827457], [4.364616, 43.827465], [4.364599, 43.827476], [4.364578, 43.82749], [4.364564, 43.8275], [4.364535, 43.82752], [4.364615, 43.827588], [4.364592, 43.827603], [4.364564, 43.827622], [4.364525, 43.827648], [4.364486, 43.827674], [4.364446, 43.827701], [4.36442, 43.827719], [4.364377, 43.827748], [4.364345, 43.827769], [4.36434, 43.827771], [4.364334, 43.827774], [4.364326, 43.827777], [4.364319, 43.827779], [4.364307, 43.827782], [4.364297, 43.827784], [4.364285, 43.827785], [4.364271, 43.827786], [4.364258, 43.827785], [4.364245, 43.827783], [4.364231, 43.827781], [4.364215, 43.827777], [4.364206, 43.827773], [4.364197, 43.827768], [4.364189, 43.827763], [4.364181, 43.827757], [4.364174, 43.827751], [4.364168, 43.827745], [4.364165, 43.827741], [4.364161, 43.827736], [4.364157, 43.827729], [4.364154, 43.827724], [4.364151, 43.827715], [4.364149, 43.827706], [4.364148, 43.827698], [4.364148, 43.827689], [4.364148, 43.827682], [4.364151, 43.827673], [4.364153, 43.827667], [4.364157, 43.827659], [4.364161, 43.82765], [4.364167, 43.82764], [4.364177, 43.827621], [4.364191, 43.827595], [4.364204, 43.827568], [4.364219, 43.827541], [4.364231, 43.827518], [4.364242, 43.827497], [4.36426, 43.827465], [4.364266, 43.827454], [4.364274, 43.827438], [4.364287, 43.827416], [4.364292, 43.827407], [4.364298, 43.827396], [4.364308, 43.827379], [4.364323, 43.827354], [4.364335, 43.827332], [4.364353, 43.827304], [4.364369, 43.827276], [4.364388, 43.827246], [4.364407, 43.827214], [4.364422, 43.827192], [4.364441, 43.82716], [4.364454, 43.827137], [4.36447, 43.827112], [4.36448, 43.827095], [4.364493, 43.827074], [4.364502, 43.827059], [4.364513, 43.827042], [4.364517, 43.827033], [4.364526, 43.827019], [4.364536, 43.827004], [4.364542, 43.826994], [4.364557, 43.826968], [4.36459, 43.826914], [4.364593, 43.82691], [4.364621, 43.826863], [4.364648, 43.826819], [4.364668, 43.826786], [4.364687, 43.826755], [4.364793, 43.82679], [4.364816, 43.826798], [4.364881, 43.826821], [4.364973, 43.826852], [4.365106, 43.826897]]]]",7eaf5b4913241c5fd52e3a9d1ff8c869,7eaf5b4913241c5fd52e3a9d1ff8c869,2024-06-11,2024,30,Vente,False,60000.00,1,['30189'],1,['30189000ET0331'],0,,0.00,0,4,"['301890005069322_0', '301890005069323_0', '301890005069324_0', '301890005069325_0']",22.00,121,UN APPARTEMENT
3329026,Feature,MultiPolygon,"[[[[4.352142, 43.82711], [4.352118, 43.827204], [4.352088, 43.827314], [4.35208, 43.827345], [4.352057, 43.827338], [4.351914, 43.827293], [4.352039, 43.827077], [4.352142, 43.82711]]]]",93ece732a681520c3a17d2c661acb4b1,93ece732a681520c3a17d2c661acb4b1,2024-03-11,2024,30,Vente,False,153600.00,1,['30189'],1,['30189000EI0323'],0,,0.00,0,2,"['301890005062793_0', '301890005062794_0']",93.00,121,UN APPARTEMENT
3329041,Feature,MultiPolygon,"[[[[4.360983, 43.826149], [4.361102, 43.825827], [4.361136, 43.825733], [4.361182, 43.825749], [4.361258, 43.825775], [4.361286, 43.825785], [4.361348, 43.825806], [4.361406, 43.825826], [4.361486, 43.825854], [4.36153, 43.82587], [4.361512, 43.825895], [4.361494, 43.82592], [4.361433, 43.826015], [4.361402, 43.82606], [4.361287, 43.826237], [4.36117, 43.826415], [4.361112, 43.826395], [4.360908, 43.826402], [4.360838, 43.826377], [4.360983, 43.826149]]]]",ea5d58deb27d2474e3c355b3922fd88b,ea5d58deb27d2474e3c355b3922fd88b,2024-05-03,2024,30,Vente,False,44380.00,1,['30189'],1,['30189000ET0043'],0,,0.00,0,1,['301890005067097_0'],18.00,121,UN APPARTEMENT
